pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,430,2,nan,nan,0.84798,100.0,0.2473166584968567,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,387,2,nan,nan,0.84866,100.0,0.24423396587371826,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,6715,2,nan,nan,0.84304,100.0,0.24632543325424194,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,7670,2,nan,nan,0.84718,100.0,0.2691269516944885,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,9467,2,nan,nan,0.8433400000000001,100.0,0.28082674741744995,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,2100,2,nan,nan,0.8448800000000001,100.0,0.2936515212059021,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,7171,2,nan,nan,0.85104,100.0,0.24863475561141968,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,4833,2,nan,nan,0.84968,100.0,0.22352242469787598,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,5599,2,nan,nan,0.8431600000000001,100.0,0.23597437143325806,0.031372517347335815,1000
dog-bird,gradmatch,standard,5,2,2544,2,nan,nan,0.8473600000000001,40.0,0.220020592212677,0.031372517347335815,1000
