pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,standard,5,2,2632,3,nan,nan,0.84992,60.0,0.07277733087539673,0.031372517347335815,50
dog-bird,fc,standard,5,2,2804,3,nan,nan,0.84392,40.0,0.0741005390882492,0.031372517347335815,50
dog-bird,fc,standard,5,2,740,2,nan,nan,0.8425400000000002,40.0,0.0857410728931427,0.031372517347335815,50
dog-bird,fc,standard,5,2,9375,3,nan,nan,0.8470199999999999,80.0,0.08218638598918915,0.031372517347335815,50
dog-bird,fc,standard,5,2,1723,2,nan,nan,0.8529,40.0,0.07744172215461731,0.031372517347335815,50
dog-bird,fc,standard,5,2,9035,4,nan,nan,0.84446,80.0,0.07420101016759872,0.031372517347335815,50
dog-bird,fc,standard,5,2,3387,3,nan,nan,0.84938,0.0,0.08005732297897339,0.031372517347335815,50
dog-bird,fc,standard,5,2,5290,3,nan,nan,0.8458599999999998,60.0,0.08354426920413971,0.031372517347335815,50
dog-bird,fc,standard,5,2,8219,3,nan,nan,0.8553200000000001,20.0,0.08868532627820969,0.031372517347335815,50
dog-bird,fc,standard,5,2,4547,3,nan,nan,0.84344,0.0,0.08231477439403534,0.031372517347335815,50
