pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
frog-airplane,gradmatch,standard,6,0,9613,4,nan,nan,0.8101800000000001,100.0,0.12540066242218018,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,2159,8,nan,nan,0.8063,40.0,0.1539512276649475,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,3706,4,nan,nan,0.8035400000000001,100.0,0.10319441556930542,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,916,3,nan,nan,0.8004599999999998,100.0,0.16207993030548096,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,3051,8,nan,nan,0.79898,80.0,0.1910305619239807,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,5450,5,nan,nan,0.8040799999999999,100.0,0.2247617244720459,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,8074,7,nan,nan,0.80884,80.0,0.1676059365272522,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,3208,9,nan,nan,0.8091200000000001,0.0,0.11405813694000244,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,3079,8,nan,nan,0.80246,0.0,0.12399321794509888,0.031372517347335815,2500
frog-airplane,gradmatch,standard,6,0,4871,7,nan,nan,0.8109599999999999,100.0,0.17256730794906616,0.031372517347335815,2500
