pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,430,2,nan,nan,0.8452599999999999,100.0,0.26537901163101196,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,387,2,nan,nan,0.84468,100.0,0.2603336572647095,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,6715,2,nan,nan,0.83666,100.0,0.23815226554870605,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,7670,2,nan,nan,0.84154,100.0,0.25879967212677,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,9467,2,nan,nan,0.84536,100.0,0.27621567249298096,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,2100,2,nan,nan,0.8405000000000001,100.0,0.2841684818267822,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,7171,2,nan,nan,0.83794,100.0,0.2695200443267822,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,4833,2,nan,nan,0.8394600000000001,100.0,0.2358984351158142,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,5599,2,nan,nan,0.8407,100.0,0.22389858961105347,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,2544,2,nan,nan,0.84432,100.0,0.24239766597747803,0.031372517347335815,2500
