pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
frog-airplane,gradmatch,standard,6,0,9613,4,nan,nan,0.8023,0.0,0.17304623126983643,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,2159,8,nan,nan,0.8096400000000001,0.0,0.14365625381469727,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,3706,4,nan,nan,0.8032600000000001,0.0,0.13045364618301392,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,916,3,nan,nan,0.81326,100.0,0.18231171369552612,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,3051,8,nan,nan,0.8112199999999999,0.0,0.19449013471603394,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,5450,5,nan,nan,0.8073600000000001,40.0,0.22965866327285767,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,8074,7,nan,nan,0.8105399999999999,0.0,0.21240651607513428,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,3208,9,nan,nan,0.8070999999999999,0.0,0.13033407926559448,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,3079,8,nan,nan,0.8119399999999999,0.0,0.16311722993850708,0.031372517347335815,500
frog-airplane,gradmatch,standard,6,0,4871,7,nan,nan,0.81098,0.0,0.1791735291481018,0.031372517347335815,500
