pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
frog-airplane,fc,standard,6,0,2442,4,nan,nan,0.80514,80.0,0.3716312348842621,0.031372517347335815,500
frog-airplane,fc,standard,6,0,4903,2,nan,nan,0.8141200000000002,100.0,0.37415987253189087,0.031372517347335815,500
frog-airplane,fc,standard,6,0,2533,8,nan,nan,0.8141999999999999,60.0,0.3612670600414276,0.031372517347335815,500
frog-airplane,fc,standard,6,0,2130,0,nan,nan,0.81556,60.0,0.7322542667388916,0.031372517347335815,500
frog-airplane,fc,standard,6,0,5458,3,nan,nan,0.81386,100.0,0.40503790974617004,0.031372517347335815,500
frog-airplane,fc,standard,6,0,1644,2,nan,nan,0.8138,80.0,0.353281706571579,0.031372517347335815,500
frog-airplane,fc,standard,6,0,7344,4,nan,nan,0.81046,100.0,0.3414762616157532,0.031372517347335815,500
frog-airplane,fc,standard,6,0,7446,5,nan,nan,0.8119,80.0,0.43421900272369385,0.031372517347335815,500
frog-airplane,fc,standard,6,0,5411,2,nan,nan,0.8005199999999999,100.0,0.36156579852104187,0.031372517347335815,500
frog-airplane,fc,standard,6,0,8542,2,nan,nan,0.81282,80.0,0.35125941038131714,0.031372517347335815,500
