pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,standard,5,2,1503,4,nan,nan,0.83248,0.0,0.052393440157175064,0.031372517347335815,50
dog-bird,fc,standard,5,2,4421,2,nan,nan,0.8291600000000001,0.0,0.06036892905831337,0.031372517347335815,50
dog-bird,fc,standard,5,2,2391,2,nan,nan,0.8306800000000001,0.0,0.07416348904371262,0.031372517347335815,50
dog-bird,fc,standard,5,2,1163,3,nan,nan,0.83086,60.0,0.05435643717646599,0.031372517347335815,50
dog-bird,fc,standard,5,2,9778,3,nan,nan,0.83324,20.0,0.06377673149108887,0.031372517347335815,50
dog-bird,fc,standard,5,2,6202,3,nan,nan,0.83206,40.0,0.056318387389183044,0.031372517347335815,50
dog-bird,fc,standard,5,2,3135,7,nan,nan,0.83188,80.0,0.06834495067596436,0.031372517347335815,50
dog-bird,fc,standard,5,2,8746,3,nan,nan,0.8323,0.0,0.06033528223633766,0.031372517347335815,50
dog-bird,fc,standard,5,2,3491,3,nan,nan,0.83064,0.0,0.0669017881155014,0.031372517347335815,50
dog-bird,fc,standard,5,2,4563,7,nan,nan,0.83036,20.0,0.05740271508693695,0.031372517347335815,50
