pair,attack,y_adv,target_class,target_idx,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,5,2,430,nan,0.79586,100.0,0.2342025637626648,0.031372517347335815,5000
dog-bird,gradmatch,5,2,387,nan,0.79542,100.0,0.26259052753448486,0.031372517347335815,5000
dog-bird,gradmatch,5,2,6715,nan,0.78906,100.0,0.2775660753250122,0.031372517347335815,5000
dog-bird,gradmatch,5,2,7670,nan,0.78752,100.0,0.30038297176361084,0.031372517347335815,5000
dog-bird,gradmatch,5,2,9467,nan,0.7958000000000001,100.0,0.3008462190628052,0.031372517347335815,5000
dog-bird,gradmatch,5,2,2100,nan,0.78794,100.0,0.2802445888519287,0.031372517347335815,5000
dog-bird,gradmatch,5,2,7171,nan,0.7923600000000001,100.0,0.25198429822921753,0.031372517347335815,5000
dog-bird,gradmatch,5,2,4833,nan,0.79522,100.0,0.25146549940109253,0.031372517347335815,5000
dog-bird,gradmatch,5,2,5599,nan,0.7943999999999999,100.0,0.2396104335784912,0.031372517347335815,5000
dog-bird,gradmatch,5,2,2544,nan,0.7947799999999999,80.0,0.24422329664230347,0.031372517347335815,5000
