pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,standard,5,2,1503,4,nan,nan,0.83232,0.0,0.05682586133480072,0.031372517347335815,1000
dog-bird,fc,standard,5,2,4421,2,nan,nan,0.82944,0.0,0.05173225328326225,0.031372517347335815,1000
dog-bird,fc,standard,5,2,2391,2,nan,nan,0.8303,40.0,0.05388954281806946,0.031372517347335815,1000
dog-bird,fc,standard,5,2,1163,3,nan,nan,0.83138,80.0,0.0510818250477314,0.031372517347335815,1000
dog-bird,fc,standard,5,2,9778,3,nan,nan,0.833,20.0,0.06574548035860062,0.031372517347335815,1000
dog-bird,fc,standard,5,2,6202,3,nan,nan,0.83012,40.0,0.05757563188672066,0.031372517347335815,1000
dog-bird,fc,standard,5,2,3135,7,nan,nan,0.8291999999999999,40.0,0.07128096371889114,0.031372517347335815,1000
dog-bird,fc,standard,5,2,8746,3,nan,nan,0.83058,0.0,0.06299250572919846,0.031372517347335815,1000
dog-bird,fc,standard,5,2,3491,3,nan,nan,0.8316199999999998,60.0,0.05851731449365616,0.031372517347335815,1000
dog-bird,fc,standard,5,2,4563,7,nan,nan,0.8309200000000001,20.0,0.06523969769477844,0.031372517347335815,1000
