pair,attack,y_adv,target_class,target_idx,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,5,2,430,nan,0.80282,0.0,0.24441790580749512,0.031372517347335815,25
dog-bird,gradmatch,5,2,387,nan,0.80572,20.0,0.1684248447418213,0.031372517347335815,25
dog-bird,gradmatch,5,2,6715,nan,0.8027,0.0,0.3143318295478821,0.031372517347335815,25
dog-bird,gradmatch,5,2,7670,nan,0.7990600000000001,0.0,0.2520124316215515,0.031372517347335815,25
dog-bird,gradmatch,5,2,9467,nan,0.80284,0.0,0.29705488681793213,0.031372517347335815,25
dog-bird,gradmatch,5,2,2100,nan,0.79582,0.0,0.28264445066452026,0.031372517347335815,25
dog-bird,gradmatch,5,2,7171,nan,0.78864,0.0,0.2376418113708496,0.031372517347335815,25
dog-bird,gradmatch,5,2,4833,nan,0.7951600000000001,20.0,0.24816042184829712,0.031372517347335815,25
dog-bird,gradmatch,5,2,5599,nan,0.7968599999999999,0.0,0.270852267742157,0.031372517347335815,25
dog-bird,gradmatch,5,2,2544,nan,0.8031200000000001,0.0,0.32262396812438965,0.031372517347335815,25
