pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,standard,5,2,2632,3,nan,nan,0.8463,80.0,0.08214210718870163,0.031372517347335815,250
dog-bird,fc,standard,5,2,2804,3,nan,nan,0.8489799999999998,40.0,0.09011464565992355,0.031372517347335815,250
dog-bird,fc,standard,5,2,740,2,nan,nan,0.85028,0.0,0.08754027634859085,0.031372517347335815,250
dog-bird,fc,standard,5,2,9375,3,nan,nan,0.84332,60.0,0.07793635874986649,0.031372517347335815,250
dog-bird,fc,standard,5,2,1723,2,nan,nan,0.8515600000000001,60.0,0.08343460410833359,0.031372517347335815,250
dog-bird,fc,standard,5,2,9035,4,nan,nan,0.85108,80.0,0.07582975924015045,0.031372517347335815,250
dog-bird,fc,standard,5,2,3387,3,nan,nan,0.8546799999999999,60.0,0.07489658147096634,0.031372517347335815,250
dog-bird,fc,standard,5,2,5290,3,nan,nan,0.84048,80.0,0.08817143738269806,0.031372517347335815,250
dog-bird,fc,standard,5,2,8219,3,nan,nan,0.85022,60.0,0.08359967172145844,0.031372517347335815,250
dog-bird,fc,standard,5,2,4547,3,nan,nan,0.8438599999999999,20.0,0.09826704114675522,0.031372517347335815,250
