pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,430,2,nan,nan,0.8463200000000001,100.0,0.25881850719451904,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,387,2,nan,nan,0.8506600000000001,100.0,0.26088589429855347,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,6715,2,nan,nan,0.8431799999999999,100.0,0.2404179573059082,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,7670,2,nan,nan,0.84824,100.0,0.26136553287506104,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,9467,2,nan,nan,0.84526,100.0,0.2679368257522583,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,2100,2,nan,nan,0.84928,80.0,0.2691991925239563,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,7171,2,nan,nan,0.83948,100.0,0.2371043562889099,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,4833,2,nan,nan,0.84744,100.0,0.2593197226524353,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,5599,2,nan,nan,0.84704,100.0,0.2333201766014099,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,2544,2,nan,nan,0.84536,40.0,0.22513997554779053,0.031372517347335815,250
