pair,attack,y_adv,target_class,target_idx,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,5,2,430,nan,0.84108,0.0,0.14839321374893188,0.031372517347335815,25
dog-bird,gradmatch,5,2,387,nan,0.837,0.0,0.24768584966659546,0.031372517347335815,25
dog-bird,gradmatch,5,2,6715,nan,0.8377399999999999,0.0,0.14139986038208008,0.031372517347335815,25
dog-bird,gradmatch,5,2,7670,nan,0.8391,0.0,0.17134642601013184,0.031372517347335815,25
dog-bird,gradmatch,5,2,9467,nan,0.8374,20.0,0.14943045377731323,0.031372517347335815,25
dog-bird,gradmatch,5,2,2100,nan,0.8380199999999999,0.0,0.17763751745224,0.031372517347335815,25
dog-bird,gradmatch,5,2,7171,nan,0.8340799999999999,0.0,0.19503378868103027,0.031372517347335815,25
dog-bird,gradmatch,5,2,4833,nan,0.8368,0.0,0.14985477924346924,0.031372517347335815,25
dog-bird,gradmatch,5,2,5599,nan,0.8364400000000002,0.0,0.18298745155334473,0.031372517347335815,25
dog-bird,gradmatch,5,2,2544,nan,0.83858,0.0,0.1428210735321045,0.031372517347335815,25
