pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,430,2,nan,nan,0.85204,100.0,0.2510017156600952,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,387,2,nan,nan,0.84436,80.0,0.2665502429008484,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,6715,2,nan,nan,0.84376,100.0,0.23729413747787476,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,7670,2,nan,nan,0.84414,100.0,0.28487175703048706,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,9467,2,nan,nan,0.84202,80.0,0.2764584422111511,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,2100,2,nan,nan,0.8499000000000001,100.0,0.26539814472198486,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,7171,2,nan,nan,0.8438800000000001,100.0,0.260583758354187,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,4833,2,nan,nan,0.8438399999999999,100.0,0.2725886106491089,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,5599,2,nan,nan,0.84156,100.0,0.25582295656204224,0.031372517347335815,500
dog-bird,gradmatch,standard,5,2,2544,2,nan,nan,0.8512799999999998,40.0,0.22541630268096924,0.031372517347335815,500
