pair,attack,pipeline,y_adv,target_class,target_idx,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
frog-airplane,gradmatch,standard,6,0,8492,nan,nan,0.7646,100.0,0.20805580914020538,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,3063,nan,nan,0.75684,0.0,0.2375454604625702,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,602,nan,nan,0.7740199999999999,0.0,0.2775871753692627,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,4415,nan,nan,0.76596,20.0,0.18443159759044647,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,2388,nan,nan,0.7642399999999999,40.0,0.24259240925312042,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,6036,nan,nan,0.77206,0.0,0.24540255963802338,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,5806,nan,nan,0.76296,20.0,0.24307891726493835,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,9991,nan,nan,0.77182,0.0,0.25807616114616394,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,9256,nan,nan,0.7659399999999998,0.0,0.26680901646614075,0.031372517347335815,5000
frog-airplane,gradmatch,standard,6,0,2680,nan,nan,0.76488,0.0,0.2991407513618469,0.031372517347335815,5000
