pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,standard,5,2,2632,3,nan,nan,0.8494599999999999,100.0,0.07701902836561203,0.031372517347335815,1000
dog-bird,fc,standard,5,2,2804,3,nan,nan,0.8471,80.0,0.08213871717453003,0.031372517347335815,1000
dog-bird,fc,standard,5,2,740,2,nan,nan,0.8496,80.0,0.08315731585025787,0.031372517347335815,1000
dog-bird,fc,standard,5,2,9375,3,nan,nan,0.84788,80.0,0.07287903875112534,0.031372517347335815,1000
dog-bird,fc,standard,5,2,1723,2,nan,nan,0.8399599999999999,40.0,0.07685043662786484,0.031372517347335815,1000
dog-bird,fc,standard,5,2,9035,4,nan,nan,0.8478200000000001,20.0,0.08175311982631683,0.031372517347335815,1000
dog-bird,fc,standard,5,2,3387,3,nan,nan,0.84496,60.0,0.08512135595083237,0.031372517347335815,1000
dog-bird,fc,standard,5,2,5290,3,nan,nan,0.8466400000000001,100.0,0.08263105899095535,0.031372517347335815,1000
dog-bird,fc,standard,5,2,8219,3,nan,nan,0.8448399999999999,40.0,0.0858222171664238,0.031372517347335815,1000
dog-bird,fc,standard,5,2,4547,3,nan,nan,0.8490599999999999,60.0,0.08275580406188965,0.031372517347335815,1000
