pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,1503,4,nan,nan,0.8292400000000001,40.0,0.12703347206115723,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,4421,2,nan,nan,0.8321999999999999,0.0,0.1896834373474121,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,2391,2,nan,nan,0.8325000000000001,40.0,0.12523484230041504,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,1163,3,nan,nan,0.8287599999999999,80.0,0.13125842809677124,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,9778,3,nan,nan,0.8327,40.0,0.10568040609359741,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,6202,3,nan,nan,0.83094,20.0,0.11704540252685547,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,3135,7,nan,nan,0.8322400000000002,100.0,0.106850266456604,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,8746,3,nan,nan,0.8303600000000001,20.0,0.15047281980514526,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,3491,3,nan,nan,0.8322800000000001,20.0,0.10208988189697266,0.031372517347335815,250
dog-bird,gradmatch,standard,5,2,4563,7,nan,nan,0.8295600000000001,60.0,0.13178056478500366,0.031372517347335815,250
