pair,attack,y_adv,target_class,target_idx,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,fc,5,2,430,nan,0.8607199999999999,0.0,0.11302445828914642,0.031372517347335815,25
dog-bird,fc,5,2,387,nan,0.8565400000000001,20.0,0.11359801143407822,0.031372517347335815,25
dog-bird,fc,5,2,6715,nan,0.85124,0.0,0.12040963023900986,0.031372517347335815,25
dog-bird,fc,5,2,7670,nan,0.85372,0.0,0.09740804135799408,0.031372517347335815,25
dog-bird,fc,5,2,9467,nan,0.8550600000000002,0.0,0.11273208260536194,0.031372517347335815,25
dog-bird,fc,5,2,2100,nan,0.8532,0.0,0.09352784603834152,0.031372517347335815,25
dog-bird,fc,5,2,7171,nan,0.85788,0.0,0.07729396224021912,0.031372517347335815,25
dog-bird,fc,5,2,4833,nan,0.85404,0.0,0.0805404782295227,0.031372517347335815,25
dog-bird,fc,5,2,5599,nan,0.8509,0.0,0.090775266289711,0.031372517347335815,25
dog-bird,fc,5,2,2544,nan,0.85768,0.0,0.10432898253202438,0.031372517347335815,25
