pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,1503,4,nan,nan,0.8323599999999999,40.0,0.1301242709159851,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,4421,2,nan,nan,0.8297399999999999,0.0,0.16984134912490845,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,2391,2,nan,nan,0.8337000000000001,60.0,0.14765888452529907,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,1163,3,nan,nan,0.8340200000000001,80.0,0.14883464574813843,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,9778,3,nan,nan,0.8308199999999999,20.0,0.10922926664352417,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,6202,3,nan,nan,0.8314,0.0,0.12493133544921875,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,3135,7,nan,nan,0.8288400000000001,80.0,0.11628764867782593,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,8746,3,nan,nan,0.83192,0.0,0.15163731575012207,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,3491,3,nan,nan,0.828,20.0,0.11142897605895996,0.031372517347335815,100
dog-bird,gradmatch,standard,5,2,4563,7,nan,nan,0.83178,40.0,0.1593727469444275,0.031372517347335815,100
