pair,attack,pipeline,y_adv,target_class,target_idx,target_true_label,clean_cta,clean_asr,poison_cta,poison_asr,craft_obj,realized_linf,N_p
dog-bird,gradmatch,standard,5,2,1503,4,nan,nan,0.8234,100.0,0.12700331211090088,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,4421,2,nan,nan,0.83262,40.0,0.16455531120300293,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,2391,2,nan,nan,0.82326,100.0,0.12569594383239746,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,1163,3,nan,nan,0.82302,100.0,0.12385064363479614,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,9778,3,nan,nan,0.82478,100.0,0.1043272614479065,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,6202,3,nan,nan,0.8257399999999999,80.0,0.1142842173576355,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,3135,7,nan,nan,0.8291000000000001,100.0,0.10524541139602661,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,8746,3,nan,nan,0.8272600000000001,100.0,0.13422584533691406,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,3491,3,nan,nan,0.82412,100.0,0.10615122318267822,0.031372517347335815,2500
dog-bird,gradmatch,standard,5,2,4563,7,nan,nan,0.8263400000000001,100.0,0.12439817190170288,0.031372517347335815,2500
