pair,method,target_idx,y_adv,select_time_s,asr,cta,craft_obj,realized_linf,N_p
dog-bird,smart,430,5,1.5053732674568892,66.66666666666667,0.8022333333333332,0.25192105770111084,0.031372517347335815,1000
dog-bird,exact,430,5,23.445439130067825,100.0,0.7994166666666667,0.25314897298812866,0.031372517347335815,1000
dog-bird,smart,387,5,1.1018130173906684,50.0,0.8025166666666667,0.24768540263175964,0.031372517347335815,1000
dog-bird,exact,387,5,13.689212060533464,0.0,0.79065,0.2527928352355957,0.031372517347335815,1000
dog-bird,smart,6715,5,0.5167139926925302,83.33333333333333,0.8036666666666666,0.24287186563014984,0.031372517347335815,1000
dog-bird,exact,6715,5,12.92501976620406,100.0,0.8038333333333334,0.25257420539855957,0.031372517347335815,1000
dog-bird,smart,7670,5,0.5493123615160584,100.0,0.7983833333333332,0.24462749063968658,0.031372517347335815,1000
dog-bird,exact,7670,5,12.658910939469934,100.0,0.8026833333333334,0.24997998774051666,0.031372517347335815,1000
dog-bird,smart,9467,5,0.6058809580281377,100.0,0.7975,0.25651082396507263,0.031372517347335815,1000
dog-bird,exact,9467,5,13.872965982183814,66.66666666666667,0.8020499999999999,0.2596374750137329,0.031372517347335815,1000
dog-bird,smart,2100,5,0.5095072500407696,0.0,0.7964000000000001,0.24201102554798126,0.031372517347335815,1000
dog-bird,exact,2100,5,12.89976666867733,16.666666666666668,0.8031333333333333,0.24333837628364563,0.031372517347335815,1000
dog-bird,smart,7171,5,0.6544715836644173,16.666666666666668,0.7927333333333334,0.23223933577537537,0.031372517347335815,1000
dog-bird,exact,7171,5,12.401620107702911,16.666666666666668,0.8070499999999999,0.23502634465694427,0.031372517347335815,1000
dog-bird,smart,4833,5,0.5378408282995224,100.0,0.7982333333333335,0.2387508600950241,0.031372517347335815,1000
dog-bird,exact,4833,5,27.51561805885285,100.0,0.8048333333333334,0.24175171554088593,0.031372517347335815,1000
dog-bird,smart,5599,5,1.230429457500577,0.0,0.8001666666666666,0.28729361295700073,0.031372517347335815,1000
dog-bird,exact,5599,5,26.04036283493042,0.0,0.79885,0.2915915846824646,0.031372517347335815,1000
dog-bird,smart,2544,5,1.233492341823876,16.666666666666668,0.8001000000000001,0.238869309425354,0.031372517347335815,1000
dog-bird,exact,2544,5,27.64258401747793,33.333333333333336,0.7949666666666667,0.24009162187576294,0.031372517347335815,1000
