pair,criterion,attack,y_adv,target_class,target_idx,craft_obj,realized_linf,poison_cta,poison_asr,N_p
dog-bird,el2n,fc,5,2,430,0.25482162833213806,0.031372517347335815,0.8012000000000001,16.666666666666668,500
dog-bird,el2n,fc,5,2,387,0.2786327004432678,0.031372517347335815,0.7987833333333333,50.0,500
dog-bird,el2n,fc,5,2,6715,0.24956907331943512,0.031372517347335815,0.8006333333333334,66.66666666666667,500
dog-bird,el2n,fc,5,2,7670,0.26441052556037903,0.031372517347335815,0.8001499999999999,16.666666666666668,500
dog-bird,el2n,fc,5,2,9467,0.2648352384567261,0.031372517347335815,0.8014833333333334,0.0,500
dog-bird,el2n,fc,5,2,2100,0.2682097554206848,0.031372517347335815,0.7970166666666666,0.0,500
dog-bird,el2n,fc,5,2,7171,0.26003092527389526,0.031372517347335815,0.8054666666666667,0.0,500
dog-bird,el2n,fc,5,2,4833,0.25524085760116577,0.031372517347335815,0.8019166666666667,66.66666666666667,500
dog-bird,el2n,fc,5,2,5599,0.27935144305229187,0.031372517347335815,0.8072499999999999,0.0,500
dog-bird,el2n,fc,5,2,2544,0.25504070520401,0.031372517347335815,0.79815,0.0,500
