target_idx,true_label,true_name,clean_asr,poison_cta,poison_cta_std,poison_asr,poison_hits,realized_linf,collision_clean,collision_crafted,out_path
2459,5,dog,0.0,0.5887333333333332,0.0037512960723224973,83.33333333333333,5,0.12550002336502075,0.3637855052947998,0.14509294033050538,result/attack_pgd_eps32/res_DM_CIFAR10_ConvNet_50ipc_attack_t2459.pt
2259,5,dog,0.0,0.5872333333333334,0.003677710640541948,100.0,6,0.12550002336502075,0.371882963180542,0.12338926643133163,result/attack_pgd_eps32/res_DM_CIFAR10_ConvNet_50ipc_attack_t2259.pt
9654,5,dog,0.0,0.5939,0.0046975170746540685,100.0,6,0.12550002336502075,0.3902456521987915,0.13670804500579833,result/attack_pgd_eps32/res_DM_CIFAR10_ConvNet_50ipc_attack_t9654.pt
1774,5,dog,0.0,0.5880166666666667,0.00606091760562891,100.0,6,0.12550002336502075,0.338604736328125,0.12540568858385087,result/attack_pgd_eps32/res_DM_CIFAR10_ConvNet_50ipc_attack_t1774.pt
