pair,criterion,attack,y_adv,target_class,target_idx,craft_obj,realized_linf,poison_cta,poison_asr,N_p
dog-bird,anti,fc,5,2,430,0.2832294702529907,0.031372517347335815,0.7997333333333333,0.0,500
dog-bird,anti,fc,5,2,387,0.31265971064567566,0.031372517347335815,0.8079000000000001,0.0,500
dog-bird,anti,fc,5,2,6715,0.27786609530448914,0.031372517347335815,0.80045,0.0,500
dog-bird,anti,fc,5,2,7670,0.3187152147293091,0.031372517347335815,0.8023333333333333,0.0,500
dog-bird,anti,fc,5,2,9467,0.28521376848220825,0.031372517347335815,0.7952166666666667,0.0,500
dog-bird,anti,fc,5,2,2100,0.29218611121177673,0.031372517347335815,0.8039499999999999,0.0,500
dog-bird,anti,fc,5,2,7171,0.2953854501247406,0.031372517347335815,0.8037833333333332,0.0,500
dog-bird,anti,fc,5,2,4833,0.29293689131736755,0.031372517347335815,0.8039999999999999,0.0,500
dog-bird,anti,fc,5,2,5599,0.3239786624908447,0.031372517347335815,0.8035333333333333,0.0,500
dog-bird,anti,fc,5,2,2544,0.2838119566440582,0.031372517347335815,0.80645,16.666666666666668,500
